,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900574,11/12/2022 03:54:16 a. m.,259.24s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1523,24.8471,5.0021,3.3240,5.0876,23.2632,16.2657,Passed,Passed,014565,2497.07,024F44DA0006575E00019C64000126F2,025044DBFFEF5785FFEE9C67FFEF26F8,025D9C11,Passed,Passed,Passed,0251DA2E77C20B6B6E1B00058A020004,0252D9E677980B6A6E4000048A150003,0253DA0777A80B696E4C00018A440002,0254DA2477CA0B6A6E15000889F80007,0255DA0C77B00B6B6E0D000189F70001,0256DA2977CE0B806E20FFF08A00FFEF,0257DA0877AF0B676E2800098A0E0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6C000A,02596E16FFF4,025A6E59FFF5,025B6E6D0005,Passed,Passed,Passed,Passed,21980,29368,58443,48287,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.09,0.08,0.06,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.09,10.03,0.01,0.00,0.01,0.00,10.12,10.03,10.11,10.02,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.01,10.00,10.01,10.00,10.00,10000,10001,10000,10000,10001,10001,10000,10.01,10.01,10005,10016,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,18,8,18,8,18,8,28,8,28,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900574,11/12/2022 03:58:41 a. m.,257.41s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1520,24.8755,5.0021,3.3247,5.0877,23.5755,16.2769,Passed,Passed,014565,2496.86,024F44DC0007575F00039C66000226E8,025044DDFFF05787FFF09C77FFE826F3,025D9C0E,Passed,Passed,Passed,0251DA2C77C30B6A6E1D00068A050005,0252D9E5779E0B6B6E4300018A190002,0253DA0577AA0B676E4D00028A440003,0254DA2277CB0B696E18000889F60009,0255DA0B77B40B6C6E0F000089FCFFFF,0256DA2877D10B7D6E23FFF28A00FFF1,0257DA0877B20B686E2A00078A140006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6E0009,02596E19FFF5,025A6E5CFFF4,025B6E6F0004,Passed,Passed,Passed,Passed,21430,28193,57014,48439,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.10,0.10,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.01,10.05,0.01,0.00,0.01,0.00,10.12,10.03,10.09,10.03,0.00,0.00,0.01,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9997,9997,9998,10000,9999,9999,10000,10.01,10.01,9997,10014,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,10,40,50,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900574,11/12/2022 04:05:32 a. m.,258.40s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1524,24.8214,5.0020,3.3239,5.0875,22.9463,16.1883,Passed,Passed,014565,2497.00,024F44DD0005576000029C69FFFD26E7,025044DEFFEF5787FFEE9C6CFFEC26F4,025D9C10,Passed,Passed,Passed,0251DA2477C00B6A6E1C00058A010005,0252D9D877990B6A6E4200028A190002,0253D9FE77A70B676E4C00028A490001,0254DA1A77C80B6A6E17000789F70007,0255DA0077B00B6B6E0E000089F80000,0256DA1F77CD0B7E6E21FFF18A01FFF0,0257D9FE77AE0B676E2A00078A140006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6D000A,02596E17FFF5,025A6E5BFFF5,025B6E6E0004,Passed,Passed,Passed,Passed,21615,28854,57643,48235,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.12,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.07,10.03,0.01,0.00,0.01,0.00,10.10,10.04,10.11,10.02,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,10001,10001,10001,10003,10001,10002,10002,10.01,10.01,9992,10011,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,140,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900574,11/12/2022 04:09:56 a. m.,256.91s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,24.8819,5.0022,3.3248,5.0877,23.4911,16.3045,Passed,Passed,014565,2498.31,024F44DC0006575E00039C67000226FE,025044DCFFF15786FFEF9C6EFFE2270A,025D9C25,Passed,Passed,Passed,0251DA2C77C50B6A6E1A00068A010005,0252D9E0779E0B6C6E3F00038A190001,0253DA0577AB0B676E4B00038A430003,0254DA2577CE0B696E15000989F70008,0255DA0877B60B6C6E0C000189F20000,0256DA2677D20B7E6E1FFFF38A01FFF0,0257DA0877B50B686E2800088A0F0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6B000B,02596E15FFF6,025A6E59FFF6,025B6E6C0005,Passed,Passed,Passed,Passed,21798,28984,57870,48184,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.02,10.02,10.05,0.01,0.00,0.01,0.00,10.11,10.06,10.11,10.04,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,10000,10001,10002,10000,10001,10001,10001,10.01,10.01,10008,10018,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900574,11/12/2022 04:14:22 a. m.,257.11s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1520,24.8863,5.0022,3.3250,5.0878,23.6527,16.5958,Passed,Passed,014565,2497.53,024F44DD0007575F00039C6BFFFD26EE,025044DDFFF05788FFEE9C68FFEC26FC,025D9C18,Passed,Passed,Passed,0251DA2E77C60B6A6E1C00068A040005,0252D9E2779F0B6C6E4100028A190001,0253DA0877AD0B676E4C00028A440003,0254DA2477CD0B696E17000889F70008,0255DA0877B60B6C6E0E000189F70000,0256DA2777D20B7E6E23FFF18A05FFF0,0257DA0877B40B686E2900078A0F0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6D000B,02596E18FFF5,025A6E5BFFF6,025B6E6E0004,Passed,Passed,Passed,Passed,21430,28592,57215,48287,23.94,23.94,23.94,23.96,0,0,0,0,0.08,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.02,10.05,0.01,0.00,0.01,0.00,10.11,10.06,10.09,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9997,9998,9998,9999,9999,10000,10000,10.01,10.01,9995,10012,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900574,11/12/2022 04:19:01 a. m.,258.75s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1523,24.8783,5.0022,3.3249,5.0877,23.3359,22.7656,Passed,Passed,014565,2497.99,024F44DB0007575C00039C6CFFFC26F0,025044DBFFF25784FFEE9C73FFE726FB,025D9C20,Passed,Passed,Passed,0251DA3677C90B6B6E1A000489FD0005,0252D9EC77A30B6C6E3F00038A140002,0253DA0F77B00B686E4900028A3A0003,0254DA2C77D10B6A6E14000789F70007,0255DA1277BA0B6C6E0C000089F70000,0256DA3177D60B7E6E20FFF08A00FFEF,0257DA1177B70B686E2700078A0F0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6A000A,02596E16FFF4,025A6E58FFF5,025B6E6B0006,Passed,Passed,Passed,Passed,21430,28460,57114,48338,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.11,0.11,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.02,10.05,0.01,0.00,0.01,0.00,10.12,10.06,10.09,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9999,9997,9999,9999,9997,10000,9998,10.01,10.01,9996,10013,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900574,11/12/2022 04:23:41 a. m.,257.99s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1523,24.8781,5.0022,3.3249,5.0877,23.3921,16.2913,Passed,Passed,014565,2497.20,024F44DC0007575F00029C68000026EF,025044DDFFF05786FFEE9C72FFE826F8,025D9C13,Passed,Passed,Passed,0251DA3477C60B6B6E1C00058A010004,0252D9E8779F0B6B6E4100028A100003,0253DA0D77AE0B696E4B00028A440002,0254DA2B77D00B6A6E16000889F80007,0255DA0E77B60B6C6E0D000189F80000,0256DA2E77D40B806E22FFF08A01FFEF,0257DA0E77B50B686E2800088A100006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6D0009,02596E17FFF4,025A6E59FFF6,025B6E6D0005,Passed,Passed,Passed,Passed,21430,28592,57512,48184,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.11,0.11,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.01,10.03,0.01,0.00,0.01,0.00,10.12,10.06,10.09,10.01,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,10000,9999,10000,10000,10000,10000,10000,10.01,10.01,10001,10015,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900574,11/12/2022 04:28:06 a. m.,257.94s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1521,24.8977,5.0022,3.3254,5.0878,23.5245,16.2125,Passed,Passed,014565,2498.08,024F44DC0006575E00029C6B000026F9,025044DCFFF15786FFED9C6EFFEB2701,025D9C21,Passed,Passed,Passed,0251DA3877C90B6A6E1B00058A010004,0252D9EC77A00B6B6E3F00038A140002,0253DA1277B00B696E4C00038A450001,0254DA2D77D10B6A6E15000889F30008,0255DA1377B80B6C6E0D000089EE0001,0256DA3277D50B7F6E20FFF289FCFFF0,0257DA1277B60B686E2700088A100006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6C0009,02596E15FFF6,025A6E59FFF5,025B6E6B0006,Passed,Passed,Passed,Passed,21615,28854,58095,48029,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.09,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.09,10.05,0.01,0.00,0.01,0.00,10.11,10.05,10.09,10.03,0.00,0.00,0.01,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9997,9998,9998,9998,9998,9999,9998,10.01,10.01,10004,10016,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900514,11/12/2022 04:32:41 a. m.,257.95s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1528,24.7631,4.9940,3.3174,5.0695,23.5002,16.4577,Passed,Passed,014565,2493.61,024F44E20008573400049C15000B26E9,0250451DFFF25704FFEE9C1EFFED26FE,025D9BDA,Passed,Passed,Passed,0251DA3077CF0B6C6DE6000689D10006,0252DA0A77B10B6C6E11000489F30004,0253DA0077B40B6A6DC4000489A60003,0254D9C077890B626E25000A8A220008,0255D9FF77BA0B6D6DBB000289A20001,0256D9D2779A0B786E12FFF289F7FFF2,0257DA2777CD0B6B6DBB000889930008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E08000C,02596E48FFF5,025A6DF7FFF6,025B6E050005,Passed,Passed,Passed,Passed,20284,28193,59810,37637,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.01,10.04,0.00,0.01,0.00,0.00,10.02,10.08,10.02,10.06,0.00,0.04,0.00,0.00,80.00,80.00,10.08,10.08,10.08,10.09,10.08,10.08,10.08,10.00,10.01,10.01,10.00,10.00,10.00,10.00,9999,10003,10002,10003,10004,10005,10004,10.01,10.01,9988,10010,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,10,40,50,40,60,70,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900514,11/12/2022 04:37:24 a. m.,257.13s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1505,24.8723,4.9940,3.3200,5.0700,23.2657,22.7276,Passed,Passed,014565,2493.63,024F44E30009573000049C23FFFD26F3,0250451EFFF25700FFF19C1FFFEE2702,025D9BDA,Passed,Passed,Passed,0251DA4377D40B6C6DE5000689CD0006,0252DA2077B90B6E6E0F000289F30002,0253DA1477BA0B6A6DC4000489A20003,0254D9D4778F0B616E23000A8A1E0009,0255DA1477C20B6E6DBA000289980002,0256D9E677A00B776E11FFF489F3FFF3,0257DA3C77D40B6C6DBA0007898F0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E07000B,02596E48FFF6,025A6DF7FFF7,025B6E020005,Passed,Passed,Passed,Passed,18862,25318,58878,34114,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.02,10.06,10.04,0.00,0.01,0.00,0.00,10.01,10.08,10.02,10.08,0.00,0.04,0.00,0.00,80.00,80.00,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.00,10.01,10.00,10.00,10.01,10.01,10.00,9996,9998,9998,9998,9998,9998,9999,10.01,10.01,9996,10014,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900514,11/12/2022 04:41:54 a. m.,256.38s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1501,24.9019,4.9940,3.3201,5.0701,23.5419,16.4850,Passed,Passed,014565,2492.49,024F44E20008572C00069C16000826DF,0250451CFFF456FEFFF09C19FFEE26F5,025D9BC8,Passed,Passed,Passed,0251DA4D77D90B6C6DE2000789C70006,0252DA2A77BF0B6D6E0D000289E90002,0253DA1E77BF0B6A6DC00004899D0003,0254D9DC77930B626E2100098A1D0008,0255DA1E77C60B6E6DB70001899D0000,0256D9F077A50B786E0EFFF289F3FFF2,0257DA4577D90B6D6DB70008898E0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E04000B,02596E45FFF6,025A6DF3FFF7,025B6DFF0006,Passed,Passed,Passed,Passed,19686,26948,58816,36766,23.94,23.94,23.94,23.96,0,0,0,0,0.08,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,9.86,10.04,0.00,0.01,0.00,0.00,10.02,10.08,10.02,10.06,0.00,0.04,0.00,0.00,80.00,80.00,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.00,10.00,10.00,10.00,10.00,10.01,10.00,9999,9998,9997,9999,9998,9998,9998,10.01,10.01,9985,10009,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900514,11/12/2022 04:46:15 a. m.,256.47s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1501,24.9230,4.9940,3.3200,5.0702,23.2228,16.2355,Passed,Passed,014565,2492.34,024F44E30008572E00039C13000726EB,0250451DFFF256FEFFF09C1BFFF126F7,025D9BC5,Passed,Passed,Passed,0251DA4977D80B6C6DE3000689C80006,0252DA2377BC0B6D6E0D000389EA0003,0253DA1A77BE0B6B6DC20004899D0002,0254D9D977920B626E2200088A1D0008,0255DA1677C40B6D6DB8000389990002,0256D9EB77A40B796E10FFF189F7FFF1,0257DA4077D60B6C6DB9000789900007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E04000B,02596E45FFF6,025A6DF4FFF6,025B6DFF0006,Passed,Passed,Passed,Passed,19686,26948,58755,37031,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.11,0.10,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,9.91,10.04,0.00,0.01,0.00,0.00,10.02,10.08,10.02,10.05,0.00,0.04,0.00,0.00,80.00,80.00,10.08,10.08,10.08,10.08,10.08,10.08,10.08,10.01,10.00,10.00,10.00,10.01,10.00,10.00,9999,9999,9998,9999,9998,9998,9999,10.01,10.01,9997,10014,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900514,11/12/2022 04:51:59 a. m.,257.02s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1508,24.8765,4.9941,3.3202,5.0701,23.2105,16.2354,Passed,Passed,014565,2493.87,024F44E50005572D00059C1CFFFB26F2,0250451EFFF15700FFEE9C1AFFF326FF,025D9BDE,Passed,Passed,Passed,0251DA4C77D80B6C6DE3000689CD0005,0252DA2877B90B6C6E0E000489EE0003,0253DA1E77BD0B6A6DC1000589A10002,0254D9DC77920B626E2200098A230006,0255DA1B77C10B6D6DB80004899D0002,0256D9EF77A20B786E10FFF189F7FFF1,0257DA4277D50B6A6DB9000989930007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E06000A,02596E47FFF5,025A6DF5FFF7,025B6E010005,Passed,Passed,Passed,Passed,16173,20087,55802,31189,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.08,10.04,0.00,0.01,0.00,0.00,10.02,10.08,10.02,10.06,0.00,0.04,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9998,10000,9999,9999,10000,10000,9999,10.01,10.01,9989,10011,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,140,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900514,11/12/2022 04:56:22 a. m.,257.03s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1502,24.9271,4.9940,3.3201,5.0703,23.5390,16.2476,Passed,Passed,014565,2492.47,024F44E40006572E00039C13000D26DB,0250451DFFF25700FFED9C23FFEA26F2,025D9BC8,Passed,Passed,Passed,0251DA4677D80B6E6DE5000589CD0005,0252DA1F77B90B6C6E0E000689E90004,0253DA1977BE0B6B6DC2000389A20001,0254D9D777920B646E2200098A1D0007,0255DA1277C20B6D6DB90004899D0002,0256D9E977A40B7A6E11FFF189F4FFF1,0257DA3B77D40B6B6DB90009898F0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E04000A,02596E46FFF4,025A6DF5FFF6,025B6E000007,Passed,Passed,Passed,Passed,16646,20865,56538,31073,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.08,10.04,0.00,0.01,0.00,0.00,10.02,10.08,10.02,10.05,0.00,0.04,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.01,10.00,9998,9998,9998,9998,9998,9999,9999,10.01,10.01,9980,10005,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900514,11/12/2022 05:00:44 a. m.,257.22s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1500,24.9339,4.9940,3.3200,5.0702,23.4822,15.9927,Passed,Passed,014565,2493.88,024F44E40005572D00039C16000426EB,0250451EFFF056FEFFED9C1FFFEC26FF,025D9BDE,Passed,Passed,Passed,0251DA4E77DB0B6E6DE3000589CC0004,0252DA2A77BD0B6D6E0D000589EA0004,0253DA2077C10B6C6DBF000489A30001,0254D9DC77950B636E2200078A1E0007,0255DA1C77C50B6D6DB80003899D0003,0256D9F177A70B7A6E0FFFF189F2FFF1,0257DA4377D70B6C6DB80009898F0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E04000A,02596E46FFF3,025A6DF5FFF4,025B6DFF0007,Passed,Passed,Passed,Passed,19483,26516,58474,36498,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.06,10.04,0.00,0.01,0.00,0.00,10.02,10.08,10.02,10.06,0.00,0.04,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.01,10.01,10.00,9994,9998,9998,9999,9998,9998,9999,10.01,10.01,9984,10009,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900514,11/12/2022 05:05:08 a. m.,258.72s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1499,24.9359,4.9940,3.3201,5.0703,23.3285,16.2365,Passed,Passed,014565,2493.84,024F44E50006572D00049C16000C26F4,0250451EFFF156FFFFEE9C18FFF72701,025D9BDD,Passed,Passed,Passed,0251DA4877D80B6C6DE3000689CD0005,0252DA2477B90B6D6E0D000489E90003,0253DA1A77BD0B6A6DC00005899D0002,0254D9D877920B626E2100098A190008,0255DA1677C10B6D6DB8000389980002,0256D9EB77A30B796E0FFFF289F3FFF1,0257DA3F77D50B6C6DB80009898E0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E04000A,02596E47FFF5,025A6DF4FFF7,025B6E000006,Passed,Passed,Passed,Passed,16410,20673,56121,31535,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.11,0.09,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,9.88,10.04,0.00,0.01,0.00,0.00,10.02,10.08,10.02,10.07,0.00,0.04,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,10000,10001,10001,10001,10001,10001,10001,10.01,10.01,9999,10015,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,100,80,1,2,3,4,5,4,6,7,8,89,88,86,82
