,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900509,12/12/2022 12:47:05 p. m.,264.12s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1534,24.9593,4.9972,3.3112,5.0972,23.4271,16.0555,Passed,Passed,014565,2493.48,024F44D30007571A00069C2C000326E2,02504501FFF15748FFEE9C30FFEC26F7,025D9BD8,Passed,Passed,Passed,0251D971776C0B636DF0000789C80006,0252D99A776A0B626DBF000489900004,0253D9CD779E0B696DE7000489D70003,0254D997777F0B626DF8000A89CD0009,0255D9D0777E0B666DE0000289CE0001,0256D9CE77A30B7B6DA0FFF1896AFFF1,0257D99B774E0B586E3400098A240008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DE6000C,02596DDCFFF4,025A6E00FFF5,025B6E7B0007,Passed,Passed,Passed,Passed,25925,38473,37722,38473,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.01,9.90,10.03,0.01,0.01,0.00,0.01,10.04,10.03,10.04,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10000,10000,10002,10002,10001,10001,10001,10.01,10.01,9989,10016,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,20,40,50,40,60,70,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900558,12/12/2022 12:51:32 p. m.,233.11s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1563,24.7272,5.0039,3.3269,5.0825,23.3129,16.1287,Passed,Passed,014565,2498.04,024F453F0008577000049C5C000526F2,025044E9FFF05773FFEE9C62FFEB2705,025D9C21,Passed,Passed,Passed,0251DA3E77BC0B676E0E00068A030006,0252DA5077DF0B716E5600038A750001,0253DA6077EE0B706DC6000489B60003,0254DA4077B60B626E5C000A8A670009,0255DA5F77D20B6F6E3000028A1B0001,0256DA6977F90B846E4FFFF18A3CFFF0,0257DA7277E80B6B6E2A00098A240008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E4B000B,02596E51FFF3,025A6E3FFFF5,025B6E500005,Passed,Passed,Passed,Passed,27786,41232,37976,41232,23.93,23.93,23.93,23.96,0,0,0,0,0.18,0.19,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.02,10.04,0.01,0.01,0.00,0.00,10.15,10.11,10.05,10.05,0.01,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,23.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900537,12/12/2022 12:55:19 p. m.,462.33s,2,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1559,24.8533,5.0064,3.3163,5.0909,23.4602,16.1268,Passed,Passed,014565,2499.91,024F45080006577700029C71000B26F1,0250450DFFF05771FFEE9C82FFE92701,025D9C3F,Passed,Passed,Passed,0251D948774C0B606E1F00058A0F0005,0252D96D77350B5D6E0F000489FC0003,0253D96477460B5E6E2D00038A1E0003,0254D94C77410B5B6E5D00088A700006,0255D9B777840B676E4400038A350002,0256D960773A0B6D6DE7FFF189CCFFEF,0257D93A77390B5B6DEE000989CD0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1F000A,02596E66FFF5,025A6E92FFF4,025B6E470006,Passed,Passed,Passed,Passed,19888,17336,54629,47345,23.94,23.94,23.94,23.96,0,0,0,0,0.08,0.10,0.09,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.03,10.06,10.04,0.01,0.01,0.00,0.01,10.03,10.06,10.04,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900558,12/12/2022 01:01:03 p. m.,264.90s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1538,24.7902,5.0040,3.3268,5.0825,23.1849,16.1508,Passed,Passed,014565,2496.26,024F45420006576E00049C63000226DB,025044EBFFEF5772FFEE9C65FFED26F4,025D9C04,Passed,Passed,Passed,0251DA3377B70B686E0D000689FD0006,0252DA3F77D70B706E5700048A700004,0253DA5477E90B716DC5000489B20003,0254DA3277B00B636E5D000A8A670008,0255DA4E77C90B6E6E3100028A1A0001,0256DA5A77F30B846E4FFFF18A3BFFEF,0257DA6477E20B6A6E2A00098A240008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E4B000B,02596E52FFF4,025A6E3FFFF5,025B6E500006,Passed,Passed,Passed,Passed,27923,41798,38143,41798,23.93,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.03,10.04,0.01,0.01,0.00,0.00,10.13,10.15,10.00,10.03,0.01,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9995,9998,9998,9999,10000,9999,9999,10.01,10.01,9983,10013,Passed,Passed,Passed,Passed,9.98,10.01,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900537,12/12/2022 01:05:22 p. m.,524.00s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1528,24.9395,5.0068,3.3163,5.0911,23.5259,16.1974,Passed,Passed,014565,2499.99,024F450B0006577A00029C7B001026E1,02504510FFF25774FFEE9C84FFF126F9,025D9C40,Passed,Passed,Passed,0251D943774B0B606E2200068A180005,0252D96777370B5E6E1300038A010002,0253D95F77460B5E6E3100038A220002,0254D94877410B5B6E6200098A6F0009,0255D9B277860B686E4800028A3A0000,0256D95A773A0B6C6DEBFFF289CCFFF0,0257D935773B0B5C6DF1000889D20008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E240009,02596E6BFFF4,025A6E96FFF4,025B6E4B0005,Passed,Passed,Passed,Passed,20087,17336,55334,47238,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.11,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.04,10.08,10.04,0.01,0.01,0.00,0.01,10.03,10.03,10.08,10.06,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.01,10.00,10.00,10.00,10006,10007,10008,10007,10008,10008,10008,10.01,10.01,9979,10005,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,40,60,70,20,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900529,12/12/2022 01:10:16 p. m.,266.06s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1538,24.9710,4.9979,3.3169,5.0983,23.6167,16.6975,Passed,Passed,014565,2493.90,024F44F80005574200049C3DFFFA26D9,025044E3FFEF5762FFED9C3FFFE826EE,025D9BDE,Passed,Passed,Passed,0251DA4477E00B6E6E2900078A020005,0252D9DE779E0B6A6DEC000589C70003,0253D9F877AE0B696DED000389C30003,0254D9CD77840B606E2B000889F80008,0255D98F777C0B666E8400028A820001,0256DA1377CB0B7F6DF4FFEF89F7FFF0,0257D996776A0B5E6DE4000B89C40008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E8E000A,02596DFCFFF3,025A6E1BFFF3,025B6E840006,Passed,Passed,Passed,Passed,19483,16410,57545,43668,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.04,9.91,10.04,0.01,0.01,0.01,0.01,10.07,10.06,10.06,10.05,0.01,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.01,10.00,10.00,10.00,10.00,9991,9991,9994,9994,9993,9993,9995,10.01,10.01,9979,10005,Passed,Passed,Passed,Passed,9.98,9.98,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900525,12/12/2022 01:14:33 p. m.,234.99s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1566,24.8947,5.0046,3.3271,5.0905,23.1513,15.9800,Passed,Passed,014565,2497.92,024F44DD0006576BFFFF9C62000326EA,02504514FFF15748FFED9C67FFED2701,025D9C1F,Passed,Passed,Passed,0251DA4577E40B706E11000489EF0004,0252DA4677D60B6F6E2900048A190002,0253DA2477BF0B6B6E1A00028A110002,0254DA5F77CE0B676E5C00088A6C0006,0255DA2C77C70B6F6E5300018A4A0001,0256DA2C77E60B826E48FFF18A4AFFF1,0257DA0E77B40B676E15000789F80006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E820009,02596E18FFF4,025A6E48FFF5,025B6E1B0006,Passed,Passed,Passed,Passed,30359,41446,38391,41446,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.02,10.05,0.02,0.02,0.01,0.01,10.11,10.12,10.09,10.03,0.02,0.04,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900523,12/12/2022 01:18:22 p. m.,464.46s,2,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1570,24.9135,5.0085,3.3241,5.1079,23.1415,15.9356,Passed,Passed,014565,2499.71,024F45310007576F00049C80FFFC26F1,025044EEFFF15776FFEF9C84FFE82701,025D9C3B,Passed,Passed,Passed,0251D9EB778B0B626DF4000789CD0005,0252D9E4779C0B6B6E4500048A2C0002,0253DA2277C80B6D6E5700048A4E0002,0254D9EE77840B5D6E42000A8A350008,0255D9E877A40B6A6E8900028A820002,0256D9BB778B0B786E32FFF28A22FFF2,0257D9F677AB0B676E82000A8A830007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E07000B,02596E22FFF5,025A6E1AFFF7,025B6E7D0005,Passed,Passed,Passed,Passed,20673,18437,58222,46582,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.03,9.89,10.05,0.01,0.00,0.01,0.00,10.13,10.14,10.10,10.06,0.04,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900525,12/12/2022 01:24:28 p. m.,264.72s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1537,24.9582,5.0048,3.3269,5.0906,23.3959,16.2877,Passed,Passed,014565,2497.48,024F44DD0007576600039C60000426E5,02504515FFF25743FFEF9C66FFEC26FE,025D9C18,Passed,Passed,Passed,0251DA4677E40B706E0D000789EA0006,0252DA4877D80B706E2700018A110001,0253DA2677BF0B6A6E1600048A100002,0254DA5F77CD0B676E5700098A660007,0255DA2E77C80B716E4E00008A400000,0256DA2A77E40B816E43FFF38A49FFF1,0257DA0F77B50B696E10000789F00005,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E7D000B,02596E16FFF5,025A6E45FFF7,025B6E180004,Passed,Passed,Passed,Passed,30359,41729,38473,41729,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,9.94,10.05,0.02,0.02,0.01,0.01,10.07,10.10,10.07,10.03,0.02,0.04,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9994,9996,9996,9997,9996,9997,9998,10.01,10.01,9985,10019,Passed,Passed,Passed,Passed,9.99,10.00,0.01,0.01,10,20,30,20,40,50,60,70,10,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900523,12/12/2022 01:28:46 p. m.,522.64s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1538,25.0062,5.0089,3.3250,5.1080,23.2153,16.0081,Passed,Passed,014565,2498.24,024F45300007576E00029C78FFFD2700,025044EDFFF25774FFEF9C85FFE52700,025D9C24,Passed,Passed,Passed,0251D9F677920B646DF2000789C80005,0252D9EE77A20B6B6E4400048A220004,0253DA2D77CF0B6D6E5400038A440003,0254D9FA778C0B5F6E4100088A300008,0255D9F377AA0B6A6E8600028A810001,0256D9C577920B786E30FFF18A22FFF0,0257DA0077B10B676E7F00098A7D0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E05000B,02596E21FFF6,025A6E18FFF6,025B6E7A0007,Passed,Passed,Passed,Passed,21055,18651,59780,44726,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.11,0.10,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.03,9.97,10.06,0.01,0.00,0.01,0.00,10.13,10.14,10.10,10.04,0.04,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.01,10.00,10.00,10.00,10.00,10.00,10003,10004,10003,10002,10003,10003,10003,10.01,10.01,10016,10022,Passed,Passed,Passed,Passed,10.00,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,2,4,5,6,7,10,89,88,86,82
S224900513,12/12/2022 03:07:04 p. m.,233.83s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1335,24.9668,4.9945,3.3084,5.0797,24.0803,17.1288,Passed,Passed,014565,2491.20,024F44CE0007573100029C0E000126E1,025044E9FFF25735FFEE9C11FFEE26F5,025D9BB3,Passed,Passed,Passed,0251D957774E0B5F6DDD000689B00006,0252D96977620B646E1C00028A0B0002,0253D95D776F0B666DF2000489D70003,0254D99177540B5B6DF0000889DC0008,0255D96577560B646E5700018A580001,0256D9AA779C0B7A6DECFFF289D2FFF1,0257D98A777A0B636DF6000789D20007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DF2000B,02596DC0FFF5,025A6E16FFF7,025B6E1E0004,Passed,Passed,Passed,Passed,31073,43151,33808,43151,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.00,10.02,0.01,0.02,0.01,0.00,10.00,9.97,10.04,10.00,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.09,10.10,10.09,10.10,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900513,12/12/2022 03:11:34 p. m.,264.95s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1520,24.9787,4.9945,3.3093,5.0797,23.2278,15.6997,Passed,Passed,014565,2491.42,024F44CE0007573100039C0E000426E7,025044EAFFF25737FFEC9C13FFED26F8,025D9BB7,Passed,Passed,Passed,0251D96577560B606DDE000689AC0006,0252D97A776C0B666E1C00038A0B0002,0253D96C77770B676DF2000589D60003,0254D99F775B0B5C6DF1000889E10008,0255D973775E0B656E5700018A580001,0256D9B977A40B7A6DECFFF289CEFFF2,0257D99977810B646DF7000789D80006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DF3000B,02596DC1FFF5,025A6E16FFF7,025B6E1F0004,Passed,Passed,Passed,Passed,30838,42887,33705,42887,23.93,23.94,23.94,23.96,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.02,9.98,10.02,0.01,0.01,0.01,0.00,10.00,9.95,10.03,9.99,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9997,9999,10001,10001,10001,10002,10003,10.01,10.01,9990,10015,Passed,Passed,Passed,Passed,9.99,9.98,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900542,12/12/2022 03:12:11 p. m.,4.49s,1,Failed,Presence Rivet 6,Passed,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900516,12/12/2022 03:16:34 p. m.,238.14s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1568,24.9606,5.0063,3.3243,5.0770,23.3966,16.3566,Passed,Passed,014565,2500.04,024F45280007577400019C7C000426F1,02504526FFF05765FFEC9C80FFED2703,025D9C41,Passed,Passed,Passed,0251DA2677CA0B6C6E3600068A1E0006,0252D9D6779C0B696E3F00048A2C0004,0253D9BA777F0B646E9300048AA40003,0254DA3477C60B686E3E00098A400007,0255D9F577A00B6A6DF0000389DB0002,0256D9F177AF0B7B6E81FFF18AA0FFEF,0257D9DD77A60B666E4200098A2D0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E23000B,02596E63FFF4,025A6E89FFF4,025B6E840007,Passed,Passed,Passed,Passed,29745,41446,34315,41446,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.02,10.00,10.05,0.01,0.01,0.01,0.00,10.02,10.00,10.05,10.06,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900545,12/12/2022 03:21:55 p. m.,257.24s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1566,24.7557,4.9926,3.3015,5.0895,23.5275,16.2097,Passed,Passed,014565,2493.58,024F450F0008575200049C18000426FA,025044B0FFF25732FFEE9C1DFFEB2705,025D9BD9,Passed,Passed,Passed,0251D8B876E50B536DE6000689E00006,0252D90477250B5F6DF0000289CD0001,0253D92877340B5D6D8D0004895C0002,0254D8B676E40B516E01000989F40009,0255D8DB77110B5F6DEA000189CE0000,0256D93F77570B736DD2FFF389BFFFF0,0257D89D76F20B566E3B00078A440007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DF9000B,02596DEDFFF5,025A6DFBFFF6,025B6DD00005,Passed,Passed,Passed,Passed,30480,42418,36226,42418,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.02,9.87,10.01,0.01,0.01,0.01,0.01,10.00,9.99,10.05,10.01,0.02,0.01,0.01,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900575,12/12/2022 03:27:46 p. m.,282.33s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1562,24.6785,5.0076,3.3234,5.0747,22.8162,15.7614,Passed,Passed,014565,2498.78,024F44E70006575900029C78000126E4,02504508FFEF5763FFEB9C7DFFEA2707,025D9C2C,Passed,Passed,Passed,0251DA3C77CA0B6C6E3A00068A320005,0252DA0877B30B6C6DFF000489DC0003,0253D9E077A20B6A6E06000389E50002,0254D9E677A10B666E2E00098A1A0007,0255DA3877D20B716E1E00028A100002,0256DA3277E40B846E1FFFF089FDFFF0,0257D9EC77A10B646E4D00098A4E0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E3D000B,02596EC4FFF3,025A6E8EFFF4,025B6E640007,Passed,Passed,Passed,Passed,30359,42754,34415,42754,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.03,9.99,10.04,0.01,0.01,0.00,0.00,10.08,10.00,10.09,10.08,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,23.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900516,12/12/2022 03:33:12 p. m.,313.55s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1547,24.9984,5.0063,3.3248,5.0771,23.4463,22.8115,Passed,Passed,014565,2500.06,024F452900085760000E9C7F000226F8,02504527FFF05761FFED9C84FFEB2703,025D9C41,Passed,Passed,Passed,0251DA2D77CB0B6C6E3500068A1E0006,0252D9DE779D0B6A6E3E00048A220006,0253D9C277800B646E9200038AA00003,0254DA3B77C70B686E3E00088A3B0008,0255D9FC779F0B6A6DEE000489D10003,0256D9FA77AF0B7C6E81FFF18A9BFFEF,0257D9E477A70B666E4200098A2C0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E23000A,02596E62FFF3,025A6E86FFF5,025B6E840007,Passed,Passed,Passed,Passed,22866,36226,33184,36226,23.93,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.02,10.05,10.06,0.01,0.01,0.01,0.00,10.02,9.97,10.05,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10002,10004,10001,10003,10002,10003,10003,10.00,10.01,9999,10016,Passed,Passed,Passed,Passed,9.99,10.00,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,2,4,5,4,6,7,89,88,86,82
